iter	RMSE
270	0.3521391854
271	0.3515227925
272	0.3512254779
273	0.3498698139
274	0.3488662021
275	0.3473788333
276	0.3465449401
277	0.3454420742
278	0.3447998036
279	0.3431680109
280	0.3417546616
281	0.3404735158
282	0.3390141923
283	0.3378823019
284	0.3367762459
285	0.3363187202
286	0.3354014309
287	0.3343574176
288	0.3331372529
289	0.3317223251
290	0.331449494
291	0.3305833828
292	0.3298042483
293	0.3290226432
294	0.3281298083
295	0.3272972286
296	0.3259738925
297	0.3255394631
298	0.3252881227
299	0.324689658
300	0.3238149588
301	0.3227939416
302	0.322053665
303	0.3208350899
304	0.3204055365
305	0.3192273699
306	0.3189059165
307	0.3178600554
308	0.3167293766
309	0.3161829184
310	0.3151933245
311	0.3149636369
312	0.3147505345
313	0.3134670581
314	0.3130631347
315	0.3118295773
316	0.3112515961
317	0.3099887525
318	0.3086138656
319	0.3070057208
320	0.306709305
321	0.3063629719
322	0.3047881719
323	0.304449543
324	0.3034140458
325	0.3026914961
326	0.3024880767
327	0.3022487976
328	0.3018777969
329	0.299997813
330	0.2995728266
331	0.2990811982
332	0.2975482809
333	0.2961582052
334	0.2952986402
335	0.2943883941
336	0.2935019707
337	0.2924659022
338	0.2907268192
339	0.2897709677
340	0.2888501111
341	0.2875375423
342	0.2873467057
343	0.2861354516
344	0.2847789681
345	0.2834628077
346	0.2820265062
347	0.2810429932
348	0.2793778001
349	0.2785095771
350	0.2772211125
351	0.2764698963
352	0.2757728404
353	0.2751365062
354	0.2746155828
355	0.2735821606
356	0.2734151056
357	0.2731989343
358	0.271546307
359	0.2713119286
360	0.2699787888
361	0.2691391173
362	0.2685137896
363	0.2673883928
364	0.2660499297
365	0.2649295449
366	0.2645213473
367	0.2634974601
368	0.2627074554
369	0.2618093849
370	0.2605667234
371	0.260291622
372	0.2597545132
373	0.258738306
374	0.2581069609
375	0.2570740525
376	0.2561350562
377	0.2549695134
378	0.2539507707
379	0.2524354771
380	0.2513944962
381	0.2501642418
382	0.2491957112
383	0.2483275066
384	0.2475640842
385	0.2467205001
386	0.2459068083
387	0.2450843798
388	0.2442605962
389	0.2440063559
390	0.2438742188
391	0.2428215875
392	0.2419966315
393	0.2413958164
394	0.2410697747
395	0.2402588376
396	0.2392022839
397	0.2382757684
398	0.2372674532
399	0.2371244811
400	0.235798208
401	0.2345917434
402	0.2340014054
403	0.2332543697
404	0.2327734068
405	0.2318833664
406	0.2316849984
407	0.2313796922
408	0.2303548483
409	0.2301810019
410	0.2289689168
411	0.22851983
412	0.2276654319
413	0.2269700386
414	0.2260297897
415	0.2252670279
416	0.2249551747
417	0.2241581022
418	0.22344601
419	0.222596587
420	0.2224514736
421	0.2214800347
422	0.2213539925
423	0.2212152588
424	0.2211177459
425	0.220750404
426	0.2206373264
427	0.2204997969
428	0.2195439952
429	0.2193595925
430	0.218680624
431	0.2178376028
432	0.217201784
433	0.217090544
434	0.2169698103
435	0.2162281657
436	0.2157730045
437	0.2144429079
438	0.2137403574
439	0.2131792552
440	0.2124303706
441	0.2113028848
442	0.211036704
443	0.2102753201
444	0.2094154624
445	0.2088677029
446	0.2079940611
447	0.2076634639
448	0.2071672397
449	0.2065016597
450	0.2059747971
451	0.2052851402
452	0.2051195743
453	0.2044604321
454	0.2035591391
455	0.203409936
456	0.2022583053
457	0.2017328711
458	0.2008404235
459	0.2001527301
460	0.2000116479
461	0.1990984638
462	0.1984404634
463	0.198040906
464	0.1977254244
465	0.1971607291
466	0.1970851707
467	0.1965993729
468	0.1957162813
469	0.1955538927
470	0.1952501689
471	0.1945017059
472	0.1936812832
473	0.1935978671
474	0.1928164888
475	0.1922749956
476	0.1916300197
477	0.1915332153
478	0.1906493978
479	0.1903115426
480	0.1890192923
481	0.1883896083
482	0.187430762
483	0.1861899708
484	0.1854968565
485	0.1846142997
486	0.1836158094
487	0.1835353841
488	0.1829413342
489	0.182288755
490	0.1814811984
491	0.1811412029
492	0.1809266499
493	0.180835835
494	0.1805687961
495	0.1801447531
496	0.1796321283
497	0.1795569014
498	0.1786174074
499	0.1785298155
500	0.1781609127
501	0.1780001018
502	0.1768120963
503	0.1767254148
504	0.1766285031
505	0.1759056019
506	0.1751313171
507	0.1739923125
508	0.1738448616
509	0.173761817
510	0.1736462885
511	0.173010501
512	0.1728218994
513	0.1721264498
514	0.1714908311
515	0.170829201
516	0.1702259155
517	0.1696059067
518	0.1692117325
519	0.168728107
520	0.1681133784
521	0.1680254244
522	0.1673401005
523	0.1666164335
524	0.1659605713
525	0.1652214962
526	0.1650549723
527	0.1642523634
528	0.1636105304
529	0.1628886347
530	0.1626693202
531	0.1620081386
532	0.1613536705
533	0.1607113819
534	0.1601018824
535	0.1598152388
536	0.1595296332
537	0.1594717021
538	0.1589403279
539	0.1583267022
540	0.1579622362
541	0.1579201996
542	0.1573822471
543	0.1569837036
544	0.1564129839
545	0.1556588044
546	0.1546714681
547	0.1546305434
548	0.1540170607
549	0.1538253764
550	0.1530223517
551	0.1527818364
552	0.1527159888
553	0.1521253525
554	0.1516440186
555	0.1514171659
556	0.1507391446
557	0.1505820585
558	0.1502555434
559	0.1494080722
560	0.1491349403
561	0.1489296637
562	0.1485716425
563	0.1483935137
564	0.1478411203
565	0.146917083
566	0.1467920812
567	0.145914241
568	0.1458371473
569	0.1455616945
570	0.1450867656
571	0.1446807994
572	0.1443919975
573	0.1442228864
574	0.1437023344
575	0.1431538887
576	0.1426514265
577	0.1422455634
578	0.1420914334
579	0.1420314235
580	0.1419363005
581	0.1413854327
582	0.1407641349
583	0.1402477923
584	0.1398045024
585	0.1394814994
586	0.1393075726
587	0.1391069809
588	0.1385944853
589	0.1385239979
590	0.1380103429
591	0.1371968945
592	0.1362857681
593	0.136188313
594	0.1361451165
595	0.1353844596
596	0.1348974446
597	0.1347885658
598	0.134154176
599	0.1340496436
600	0.1335947724
601	0.1331535659
602	0.1327305056
603	0.1322569429
604	0.1316944758
605	0.1312539146
606	0.1307800405
607	0.1307487492
608	0.1303189735
609	0.1302555979
610	0.1302250105
611	0.1296883651
612	0.1296523761
613	0.1291477601
614	0.1285401524
615	0.1284959964
616	0.1279869009
617	0.1275109939
618	0.1274335017
619	0.1272178285
620	0.127141868
621	0.127046509
622	0.1265462072
623	0.126190332
624	0.1258145058
625	0.1254503455
626	0.1253530463
627	0.1252843278
628	0.1251947109
629	0.1250536539
630	0.1241633266
631	0.1234407417
632	0.1229938381
633	0.1229665534
634	0.122834741
635	0.1227989463
636	0.1227638497
637	0.1227379216
638	0.1222735431
639	0.1218439074
640	0.1217557506
641	0.1213935945
642	0.1209406488
643	0.120846926
644	0.1208125017
645	0.1201671052
646	0.1200772735
647	0.1198149384
648	0.1195485684
649	0.1195159384
650	0.1191431736
651	0.1191160788
652	0.1186594945
653	0.1186012326
654	0.1184969211
655	0.1180729566
656	0.1178227099
657	0.117134778
658	0.1169110422
659	0.1165152477
660	0.1164765778
661	0.1159872125
662	0.115516704
663	0.1150332704
664	0.1149629607
665	0.1143645082
666	0.1143081693
667	0.1139127076
668	0.1134786179
669	0.1131944383
670	0.1130884449
671	0.1126749026
672	0.1126431407
673	0.1124316333
674	0.1120163373
675	0.1115355238
676	0.1114978789
677	0.1112686745
678	0.1110320146
679	0.1105553305
680	0.1103489582
681	0.1099159598
682	0.1097685928
683	0.1094447605
684	0.1091308618
685	0.1089773364
686	0.1085471972
687	0.1080903651
688	0.1073737483
689	0.1071463634
690	0.1068299347
691	0.1065978768
692	0.1065534864
693	0.1065105654
694	0.1059868366
695	0.1058076307
696	0.105785442
697	0.1054898978
698	0.1051296936
699	0.1050980265
700	0.1046086272
701	0.1044944944
702	0.1044309217
703	0.1042456265
704	0.1039319036
705	0.1034237279
706	0.1033735345
707	0.1031971243
708	0.1028510792
709	0.1026059462
710	0.1025586655
711	0.1025314748
712	0.1024611882
713	0.1020975499
714	0.1020571781
715	0.1019903294
716	0.101454657
717	0.1009569272
718	0.1007377258
719	0.1003285227
720	0.1001895717
721	0.100150313
722	0.1000360217
723	0.09995637806
724	0.09993485087
725	0.09982108263
726	0.09944219741
727	0.09941786695
728	0.09924313844
729	0.09903394777
730	0.09895481487
731	0.09891347988
732	0.09888914425
733	0.09883197314
734	0.0988146359
735	0.09879204205
736	0.09876882338
737	0.09858750761
738	0.09790814984
739	0.09784707597
740	0.09756289716
741	0.09723754885
742	0.09704469151
743	0.09693821337
744	0.09691512829
745	0.09639662398
746	0.09606777909
747	0.09595796322
748	0.09585318085
749	0.09578650799
750	0.09541275533
751	0.09534981451
752	0.0952904892
753	0.09495136973
754	0.09485818425
755	0.09472439104
756	0.09438900679
757	0.09403593794
758	0.09397971822
759	0.09368305566
760	0.09365788839
761	0.09351587619
762	0.09349336631
763	0.0934044045
764	0.09314162148
765	0.09284261851
766	0.09247881071
767	0.09240484108
768	0.09229009028
769	0.0921612682
770	0.09176064991
771	0.09134388525
772	0.09113518564
773	0.09105476916
774	0.09103020339
775	0.09093478104
776	0.09091788253
777	0.09067374762
778	0.09058936132
779	0.09030920337
780	0.09010484324
781	0.09002854949
782	0.08995103492
783	0.08969558506
784	0.08929815649
785	0.08903041822
786	0.08900040363
787	0.08892579464
788	0.08861162578
789	0.0883474989
790	0.0881301595
791	0.08810198916
792	0.08786970663
793	0.08780353907
794	0.08775511999
795	0.08759635661
796	0.08751595264
797	0.08749638577
798	0.08738243907
799	0.0873529731
800	0.08697275104
801	0.08690857439
802	0.08688334334
803	0.08671279295
804	0.08645844858
805	0.08600234254
806	0.08559871095
807	0.08538760678
808	0.08508158228
809	0.08480643929
810	0.08455083221
811	0.08448918994
812	0.08418190312
813	0.08383116747
814	0.08361264123
815	0.08358441456
816	0.08331026103
817	0.08328588659
818	0.08289661148
819	0.08264475442
820	0.08250486475
821	0.08205042673
822	0.08165663343
823	0.08153722456
824	0.08149081496
825	0.08132688903
826	0.08127355911
827	0.08094737755
828	0.08080168345
829	0.08051676405
830	0.08045664165
831	0.08017387185
832	0.07983299862
833	0.07975424538
834	0.07973420688
835	0.07971542991
836	0.07970318964
837	0.07968416174
838	0.07963161437
839	0.07925372217
840	0.07900525593
841	0.07895622628
842	0.07893638518
843	0.07874766764
844	0.07858656418
845	0.07822996725
846	0.07778187048
847	0.07771256973
848	0.07735771068
849	0.07730471668
850	0.07727414693
851	0.07708092299
852	0.07700830037
853	0.07694982876
854	0.07671388296
855	0.07664674123
856	0.07661417068
857	0.07653169088
858	0.07627600268
859	0.07598859432
860	0.07571926284
861	0.07570237505
862	0.07527101757
863	0.07495255535
864	0.07472379316
865	0.07469200461
866	0.07466505842
867	0.07438593055
868	0.074332548
869	0.07405631256
870	0.07403664503
871	0.07376630867
872	0.07365453356
873	0.07360549907
874	0.07335980081
875	0.0731871866
876	0.07297514635
877	0.07268553822
878	0.07241150103
879	0.07235554497
880	0.07231788395
881	0.07194055571
882	0.07175828502
883	0.07172585261
884	0.07169877359
885	0.07128336348
886	0.07115100373
887	0.07110748499
888	0.07086771609
889	0.07071190814
890	0.07047026632
891	0.07018943293
892	0.06992789547
893	0.06959576798
894	0.0695246548
895	0.06929015375
896	0.06898201929
897	0.06874616554
898	0.06859809183
899	0.06830979591
900	0.06808675502
901	0.06804318458
902	0.06782828729
903	0.0675233513
904	0.06723913881
905	0.06703366124
906	0.06685011907
907	0.06657414915
908	0.06638532145
909	0.06635407708
910	0.06619197182
911	0.06614936147
912	0.06597752048
913	0.06593556415
914	0.06578316527
915	0.06560917769
916	0.06534454025
917	0.06516625221
918	0.06486107078
919	0.06482376417
920	0.0646297676
921	0.06461837034
922	0.06439944602
923	0.06432586142
924	0.06420585992
925	0.06418646805
926	0.06392862788
927	0.06380063395
928	0.0637286594
929	0.06355215626
930	0.06340329316
931	0.06336367054
932	0.06311887353
933	0.06308155409
934	0.0629380709
935	0.06266698074
936	0.06238355133
937	0.0621441403
938	0.06210865522
939	0.06197212567
940	0.06171667725
941	0.06167775972
942	0.06148464256
943	0.06116345069
944	0.06096077728
945	0.06091640732
946	0.0607434409
947	0.0606912431
948	0.06066063782
949	0.06035018751
950	0.06011332167
951	0.06007227614
952	0.05975599438
953	0.05949818038
954	0.05935900844
955	0.05932610011
956	0.05918639329
957	0.0591174274
958	0.05899793779
959	0.0589514481
960	0.05871079982
961	0.05853262634
962	0.0584825548
963	0.05836314981
964	0.0583477214
965	0.05804416022
966	0.05779122858
967	0.05757594072
968	0.05754016484
969	0.05736666666
970	0.05723692922
971	0.05706660762
972	0.05690897701
973	0.05670369814
974	0.05656584543
975	0.05653894957
976	0.05651570585
977	0.05639966523
978	0.05637534289
979	0.05607482316
980	0.05591011287
981	0.05573302423
982	0.05541594297
983	0.05520253373
984	0.05505275895
985	0.0549230725
986	0.05469418765
987	0.05461932778
988	0.05446042485
989	0.05430477457
990	0.05414949408
991	0.05401514454
992	0.05397738695
993	0.05383606605
994	0.05380509025
995	0.05355801411
996	0.05338907647
997	0.05317147856
998	0.05311865476
999	0.05284246274
